,Actual Sales,Predicted Sales,,,,,,
126,1137.1864,1193.804,,,,,,
127,928.1252,759.18524,,,,,,
128,762.341,1803.4861,,,,,,
129,707.0796,687.2367,,,,,,
130,7968.2944,5700.282,,,,,,
131,1438.128,2534.2788,,,,,,
132,6976.2524,6626.632,,,,,,
133,101.2016,53.915073,,,,,,
134,952.094,1624.3931,,,,,,
135,1969.4364,2127.9878,,,,,,
136,5262.4832,4120.8154,,,,,,
137,1314.2892,861.27576,,,,,,
138,535.3032,1117.0597,,,,,,
139,263.6568,277.22037,,,,,,
140,1402.1748,2247.0134,,,,,,
141,1693.7952,1606.898,,,,,,
142,2143.876,1822.8367,,,,,,
143,2676.516,3107.6863,,,,,,
144,905.488,851.7825,,,,,,
145,7370.406,4435.599,,,,,,
146,6301.1312,5509.8438,,,,,,
147,1597.92,2593.2314,,,,,,
148,529.311,958.7157,,,,,,
149,1969.4364,2090.2407,,,,,,
150,1034.6532,981.76013,,,,,,
151,1794.331,2263.0806,,,,,,
152,2768.3964,2665.039,,,,,,
153,898.83,958.2308,,,,,,
154,3169.208,3218.9353,,,,,,
155,3589.9936,2754.8738,,,,,,
156,262.3252,1156.3773,,,,,,
157,1910.1802,1580.0634,,,,,,
158,1701.7848,2361.741,,,,,,
159,2471.4496,2589.9812,,,,,,
160,1331.6,928.44135,,,,,,
161,1808.9786,2542.3193,,,,,,
162,3315.684,3695.688,,,,,,
163,2618.5914,1993.1357,,,,,,
164,2769.728,2943.3262,,,,,,
165,5375.0034,4982.181,,,,,,
166,2838.9712,3454.859,,,,,,
167,1743.0644,1427.0582,,,,,,
168,5555.4352,5347.2446,,,,,,
169,619.194,913.679,,,,,,
170,2120.573,2965.7715,,,,,,
171,3823.0236,2694.414,,,,,,
172,1360.2294,2290.0874,,,,,,
173,3969.4996,3068.229,,,,,,
174,345.5502,464.15057,,,,,,
175,585.2382,816.39325,,,,,,
176,1010.6844,1513.9379,,,,,,
177,161.1236,113.67489,,,,,,
178,42.6112,76.88939,,,,,,
179,3010.7476,2734.947,,,,,,
180,6024.1584,4221.4336,,,,,,
181,988.713,2211.7788,,,,,,
182,239.688,387.0762,,,,,,
183,1374.2112,1618.3323,,,,,,
184,4739.8302,5209.623,,,,,,
185,1012.016,1006.1713,,,,,,
186,657.8104,453.6658,,,,,,
187,778.986,1632.3834,,,,,,
188,2336.958,2839.9072,,,,,,
189,2233.0932,1650.8102,,,,,,
190,1661.8368,1892.7325,,,,,,
191,4745.8224,4918.798,,,,,,
192,3124.5994,2529.19,,,,,,
193,467.3916,545.03516,,,,,,
194,5070.7328,4623.1284,,,,,,
195,540.6296,638.2531,,,,,,
196,992.7078,744,,,,,,
197,6008.845,5024.3135,,,,,,
198,2105.2596,1992.2977,,,,,,
199,5359.69,6261.4556,,,,,,
200,745.696,1613.1129,,,,,,
201,3275.736,3368.0874,,,,,,
202,1701.7848,2299.723,,,,,,
203,6704.606,5719.5146,,,,,,
204,4119.9704,4141.402,,,,,,
205,327.5736,226.21976,,,,,,
206,780.9834,593.76483,,,,,,
207,3630.6074,3522.9539,,,,,,
208,317.5866,419.1118,,,,,,
209,231.6984,54.355965,,,,,,
210,133.16,592.2651,,,,,,
211,5650.6446,5019.372,,,,,,
212,2636.568,2936.4277,,,,,,
213,1272.3438,1527.0408,,,,,,
214,324.9104,515.6492,,,,,,
215,131.1626,229.25441,,,,,,
216,260.9936,261.83722,,,,,,
217,260.9936,359.39343,,,,,,
218,3690.5294,3086.0083,,,,,,
219,1139.1838,950.7634,,,,,,
220,1995.4026,1618.6478,,,,,,
221,1416.8224,1710.4691,,,,,,
222,265.6542,536.9354,,,,,,
223,3552.7088,2126.7676,,,,,,
224,2406.867,2564.2644,,,,,,
225,213.056,502.05588,,,,,,
226,2956.152,2129.574,,,,,,
227,153.134,363.35046,,,,,,
228,1649.8524,1455.6931,,,,,,
229,3101.2964,4917.1104,,,,,,
230,4769.1254,4355.5444,,,,,,
231,3435.528,3796.0156,,,,,,
232,1133.8574,1244.655,,,,,,
233,2603.278,2546.8623,,,,,,
234,605.878,624.6146,,,,,,
235,2293.0152,5007.9463,,,,,,
236,119.1782,362.04773,,,,,,
237,1929.4884,1529.1553,,,,,,
238,2074.6328,2516.5103,,,,,,
239,241.6854,922.11487,,,,,,
240,6795.1548,5266.0693,,,,,,
241,639.168,623.8804,,,,,,
242,3248.4382,3250.0625,,,,,,
243,7222.5984,5027.114,,,,,,
244,3225.1352,3083.5696,,,,,,
245,3755.112,3673.6902,,,,,,
246,3440.8544,3386.0234,,,,,,
247,974.7312,2779.8733,,,,,,
248,535.969,935.40045,,,,,,
249,5259.82,4811.4233,,,,,,
250,306.268,134.78862,,,,,,
251,1779.0176,1669.3464,,,,,,
252,759.012,1305.268,,,,,,
253,1877.556,1901.0768,,,,,,
254,3779.0808,2956.6863,,,,,,
255,41.2796,41.22583,,,,,,
256,259.662,808.7187,,,,,,
257,193.082,1466.1614,,,,,,
258,1687.803,1544.563,,,,,,
259,4655.9394,3746.1582,,,,,,
260,4950.8888,4508.218,,,,,,
261,1418.154,1763.0756,,,,,,
262,1225.072,3128.6194,,,,,,
263,5359.69,4928.085,,,,,,
264,1764.37,2075.2483,,,,,,
265,2553.343,2454.1616,,,,,,
266,1006.6896,405.60336,,,,,,
267,1081.925,894.3446,,,,,,
268,308.9312,699.12854,,,,,,
269,2516.724,2946.196,,,,,,
270,1428.141,1864.4574,,,,,,
271,2093.2752,2698.1292,,,,,,
272,1929.4884,1511.8397,,,,,,
273,5829.7448,5512.8423,,,,,,
274,2082.6224,1467.6749,,,,,,
275,7298.4996,5765.2812,,,,,,
276,7452.9652,6279.66,,,,,,
277,450.0808,1596.3239,,,,,,
278,500.6816,844.1854,,,,,,
279,3668.558,3632.9307,,,,,,
280,736.3748,1052.9108,,,,,,
281,6088.0752,5500.616,,,,,,
282,2125.2336,2585.3774,,,,,,
283,2277.036,2262.9255,,,,,,
284,573.2538,364.59836,,,,,,
285,2267.049,2550.9985,,,,,,
286,296.9468,251.743,,,,,,
287,559.272,693.1174,,,,,,
288,5559.43,5151.4043,,,,,,
289,1237.7222,1513.2549,,,,,,
290,569.259,1655.483,,,,,,
291,3866.9664,4356.4146,,,,,,
292,1379.5376,2535.8323,,,,,,
293,1869.5664,1482.9418,,,,,,
294,5499.508,5205.359,,,,,,
295,925.462,1194.0679,,,,,,
296,583.2408,863.6102,,,,,,
297,1418.154,2077.496,,,,,,
298,942.7728,1389.8224,,,,,,
299,2364.9216,2031.6987,,,,,,
300,3251.7672,2591.174,,,,,,
301,254.3356,358.2733,,,,,,
302,5895.659,4384.229,,,,,,
303,1134.5232,1254.0552,,,,,,
304,7696.648,6350.879,,,,,,
305,2775.7202,4114.9663,,,,,,
306,5317.0788,5048.569,,,,,,
307,874.8612,1105.2935,,,,,,
308,1039.9796,1228.2269,,,,,,
309,3038.0454,3877.6167,,,,,,
310,3848.324,3608.624,,,,,,
311,527.3136,783.5423,,,,,,
312,2390.8878,1566.04,,,,,,
313,1677.816,1803.6327,,,,,,
314,801.6232,1526.69,,,,,,
315,1267.0174,1552.302,,,,,,
316,886.8456,2288.162,,,,,,
317,452.744,473.99185,,,,,,
318,3877.6192,3115.915,,,,,,
319,4414.254,4073.5056,,,,,,
320,5448.9072,3556.712,,,,,,
321,4950.8888,4264.2744,,,,,,
322,958.752,1093.7512,,,,,,
323,1956.1204,2322.895,,,,,,
324,2404.2038,1711.9532,,,,,,
325,387.4956,503.86316,,,,,,
326,994.7052,2259.3723,,,,,,
327,1754.383,1792.7941,,,,,,
328,3340.9844,3509.5664,,,,,,
329,3918.8988,3743.4307,,,,,,
330,306.268,1260.0515,,,,,,
331,4278.4308,4045.5564,,,,,,
332,4425.5726,4956.377,,,,,,
333,9267.936,7806.4834,,,,,,
334,229.701,290.9947,,,,,,
335,2055.9904,3401.4187,,,,,,
336,3339.6528,2240.413,,,,,,
337,6410.3224,5233.459,,,,,,
338,1992.0736,1991.275,,,,,,
339,2870.9296,1852.7067,,,,,,
340,2807.0128,4068.9285,,,,,,
341,539.298,1083.2529,,,,,,
342,4377.635,3430.9697,,,,,,
343,2716.464,2951.772,,,,,,
344,383.5008,37.84424,,,,,,
345,703.0848,865.66693,,,,,,
346,1937.478,954.3695,,,,,,
347,3307.6944,3681.8037,,,,,,
348,3142.576,3348.9275,,,,,,
349,2554.0088,3189.6172,,,,,,
350,1869.5664,1468.6769,,,,,,
351,5494.8474,4936.227,,,,,,
352,6093.4016,5122.0938,,,,,,
353,2586.633,2916.4478,,,,,,
354,1255.6988,1135.5648,,,,,,
355,4093.3384,2299.2615,,,,,,
356,3163.8816,2283.985,,,,,,
357,5033.448,4136.3677,,,,,,
358,1137.1864,1308.615,,,,,,
359,2696.49,2650.0007,,,,,,
360,898.83,2187.6528,,,,,,
361,2756.412,1839.2336,,,,,,
362,878.856,1353.0148,,,,,,
363,659.142,848.64343,,,,,,
364,182.4292,501.28998,,,,,,
365,3610.6334,3468.4531,,,,,,
366,5153.292,5395.752,,,,,,
367,2588.6304,1783.6945,,,,,,
368,1286.3256,1960.734,,,,,,
369,1230.3984,1575.4698,,,,,,
370,1733.7432,1825.2635,,,,,,
371,384.8324,300.29166,,,,,,
372,3969.4996,2733.757,,,,,,
373,7763.228,3920.663,,,,,,
374,809.6128,663.34125,,,,,,
375,1253.7014,2384.6992,,,,,,
376,5715.2272,4321.7324,,,,,,
377,1464.76,1128.4891,,,,,,
378,3251.1014,2584.9702,,,,,,
379,4274.436,4280.347,,,,,,
380,5375.0034,6001.1875,,,,,,
381,1318.284,1067.7598,,,,,,
382,2251.7356,1715.5356,,,,,,
383,1176.4686,568.31866,,,,,,
384,3523.4136,2466.2336,,,,,,
385,610.5386,1524.1252,,,,,,
386,1237.7222,1674.564,,,,,,
387,474.0496,733.41266,,,,,,
388,717.7324,1223.079,,,,,,
389,2580.6408,2242.3967,,,,,,
390,2552.6772,1929.5428,,,,,,
391,3914.904,3191.6665,,,,,,
392,796.9626,1153.5168,,,,,,
393,916.1408,577.3973,,,,,,
394,3259.7568,2912.342,,,,,,
395,1677.816,1474.9575,,,,,,
396,3707.1744,4567.971,,,,,,
397,2954.1546,2858.3503,,,,,,
398,2652.5472,2550.2573,,,,,,
399,1037.3164,821.8605,,,,,,
400,717.7324,1421.9912,,,,,,
401,426.112,1256.8834,,,,,,
402,6911.004,5150.5366,,,,,,
403,3811.0392,3653.0862,,,,,,
404,2277.036,3148.2092,,,,,,
405,48.6034,119.89757,,,,,,
406,5770.4886,4512.1553,,,,,,
407,690.4346,645.0544,,,,,,
408,1890.2062,1760.0397,,,,,,
409,3195.84,3214.3752,,,,,,
410,1504.708,2428.9375,,,,,,
411,711.0744,802.6163,,,,,,
412,4311.055,3802.228,,,,,,
413,521.3214,2375.0537,,,,,,
414,829.5868,956.2294,,,,,,
415,1571.288,1922.7322,,,,,,
416,2403.538,3214.5671,,,,,,
417,83.8908,15.842726,,,,,,
418,844.2344,2990.0928,,,,,,
419,2940.1728,2292.298,,,,,,
420,291.6204,191.22466,,,,,,
421,3259.7568,3543.0608,,,,,,
422,3415.554,3228.28,,,,,,
423,5624.6784,4858.446,,,,,,
424,6687.961,4941.432,,,,,,
425,5642.655,4654.486,,,,,,
426,4943.565,3120.0757,,,,,,
427,3135.2522,2720.7212,,,,,,
428,796.9626,1148.6458,,,,,,
429,848.895,596.1844,,,,,,
430,38.6164,30.82124,,,,,,
431,4997.4948,3577.555,,,,,,
432,588.5672,2226.8901,,,,,,
433,372.848,221.62341,,,,,,
434,155.1314,281.8904,,,,,,
435,3038.7112,3664.5518,,,,,,
436,1587.2672,2940.2102,,,,,,
437,687.1056,1863.1108,,,,,,
438,1929.4884,2783.8533,,,,,,
439,3600.6464,3997.532,,,,,,
440,2181.1608,2914.2725,,,,,,
441,3428.2042,2670.3655,,,,,,
442,623.1888,1186.6007,,,,,,
443,2133.2232,1986.2601,,,,,,
444,3401.5722,3435.5247,,,,,,
445,1289.6546,1740.3525,,,,,,
446,50.6008,164.87347,,,,,,
447,790.9704,728.1664,,,,,,
448,3147.9024,2644.5225,,,,,,
449,2486.763,1640.498,,,,,,
450,1139.8496,2244.5906,,,,,,
451,1816.3024,1356.0524,,,,,,
452,199.74,467.31125,,,,,,
453,978.726,2957.3447,,,,,,
454,2683.174,1636.6375,,,,,,
455,2897.5616,2744.5662,,,,,,
456,9158.079,8777.738,,,,,,
457,1957.452,1515.5721,,,,,,
458,1296.3126,1128.7627,,,,,,
459,2528.7084,2131.1519,,,,,,
460,284.2966,522.844,,,,,,
461,759.012,721.2307,,,,,,
462,1787.673,1744.5112,,,,,,
463,2431.5016,1749.5304,,,,,,
464,4466.1864,3817.8677,,,,,,
465,2048.6666,2039.029,,,,,,
466,1940.807,2355.4812,,,,,,
467,2067.309,1636.4717,,,,,,
468,2663.2,1685.0332,,,,,,
469,1146.5076,2493.6814,,,,,,
470,3448.844,2987.5134,,,,,,
471,1665.8316,2123.8882,,,,,,
472,8114.7704,5453.046,,,,,,
473,1713.7692,2063.0034,,,,,,
474,810.9444,838.7072,,,,,,
475,1193.1136,1142.5647,,,,,,
476,856.8846,1093.3794,,,,,,
477,165.7842,79.641205,,,,,,
478,1057.9562,1774.171,,,,,,
479,2205.1296,2723.4326,,,,,,
480,2940.1728,3451.0168,,,,,,
481,3046.7008,3031.8745,,,,,,
482,3327.6684,2728.7908,,,,,,
483,520.6556,594.90717,,,,,,
484,2999.429,3022.1023,,,,,,
485,2113.2492,2240.1296,,,,,,
486,942.7728,1664.4504,,,,,,
487,75.2354,99.952,,,,,,
488,1581.9408,2218.8394,,,,,,
489,37.9506,116.200264,,,,,,
490,151.8024,281.63235,,,,,,
491,3486.1288,5398.057,,,,,,
492,4262.4516,3091.247,,,,,,
493,731.0484,125.53831,,,,,,
494,1398.8458,1935.7638,,,,,,
495,2336.958,3014.7722,,,,,,
496,2348.9424,2508.4758,,,,,,
497,7094.7648,5825.566,,,,,,
498,1054.6272,1117.2126,,,,,,
499,1298.31,1964.3063,,,,,,
500,2330.3,2075.24,,,,,,
501,4584.6988,5458.6064,,,,,,
502,527.3136,558.49066,,,,,,
503,1869.5664,1367.5564,,,,,,
504,2876.256,2772.7122,,,,,,
505,407.4696,611.21313,,,,,,
506,2189.8162,2317.6042,,,,,,
507,1603.9122,1935.214,,,,,,
508,2013.3792,1476.5394,,,,,,
509,95.8752,315.1916,,,,,,
510,774.9912,827.50543,,,,,,
511,2403.538,2057.2146,,,,,,
512,4380.2982,4599.2295,,,,,,
513,219.714,445.15643,,,,,,
514,729.051,486.6825,,,,,,
515,1393.5194,1572.6885,,,,,,
516,5262.4832,3165.8513,,,,,,
517,372.848,768.19293,,,,,,
518,3273.7386,3088.0557,,,,,,
519,5344.3766,5776.825,,,,,,
520,303.6048,553.3605,,,,,,
521,314.2576,382.83813,,,,,,
522,276.307,139.7549,,,,,,
523,721.0614,579.597,,,,,,
524,3467.4864,2665.1497,,,,,,
525,5416.9488,4043.6016,,,,,,
526,283.6308,1068.1394,,,,,,
527,323.5788,203.85223,,,,,,
528,5206.556,4663.9443,,,,,,
529,2503.408,2383.9902,,,,,,
530,1960.781,1428.6456,,,,,,
531,370.1848,99.33503,,,,,,
532,95.8752,205.22981,,,,,,
533,3299.7048,3265.8977,,,,,,
534,2684.5056,2714.717,,,,,,
535,2085.2856,2407.174,,,,,,
536,2210.456,3430.2087,,,,,,
537,2187.153,1386.7678,,,,,,
538,1049.9666,853.638,,,,,,
539,2719.793,2526.7124,,,,,,
540,56.593,188.21556,,,,,,
541,231.6984,1084.6918,,,,,,
542,5734.5354,5653.866,,,,,,
543,1398.18,2016.5565,,,,,,
544,1531.34,1549.1987,,,,,,
545,319.584,485.89545,,,,,,
546,633.8416,579.2549,,,,,,
547,1014.6792,232.01707,,,,,,
548,2094.6068,1724.2968,,,,,,
549,2386.2272,2590.116,,,,,,
550,780.9834,546.111,,,,,,
551,1693.7952,1891.0281,,,,,,
552,334.2316,101.34447,,,,,,
553,1342.2528,2541.1333,,,,,,
554,4916.2672,3865.1877,,,,,,
555,1757.712,1450.3468,,,,,,
556,1637.868,2182.7874,,,,,,
557,1747.725,2135.902,,,,,,
558,2876.256,3231.8337,,,,,,
559,1966.7732,2303.6147,,,,,,
560,958.752,1214.6927,,,,,,
561,81.2276,-127.63535,,,,,,
562,1238.388,1196.9308,,,,,,
563,319.584,262.12527,,,,,,
564,4418.2488,4564.95,,,,,,
565,2863.6058,3746.9563,,,,,,
566,1845.5976,2211.7285,,,,,,
567,1561.9668,1475.7655,,,,,,
568,3848.324,3444.2605,,,,,,
569,2097.27,2577.609,,,,,,
570,639.168,1218.9987,,,,,,
571,559.272,1030.5331,,,,,,
572,2770.3938,2845.3408,,,,,,
573,295.6152,906.5186,,,,,,
574,37.9506,38.560684,,,,,,
575,1267.0174,1283.8096,,,,,,
576,353.5398,571.5657,,,,,,
577,1118.544,1425.8566,,,,,,
578,4655.2736,4102.9795,,,,,,
579,1547.3192,1625.5765,,,,,,
580,1045.306,1786.6818,,,,,,
581,275.6412,1127.835,,,,,,
582,2735.1064,2146.0825,,,,,,
583,347.5476,1841.5491,,,,,,
584,3817.0314,3597.4146,,,,,,
585,1905.5196,1467.0858,,,,,,
586,665.8,1130.9678,,,,,,
587,2324.9736,2934.5146,,,,,,
588,3205.1612,2745.6323,,,,,,
589,2101.9306,2762.284,,,,,,
590,1821.6288,2186.9832,,,,,,
591,3643.2576,2838.6882,,,,,,
592,2942.836,2044.6111,,,,,,
593,587.2356,746.566,,,,,,
594,2886.243,2503.668,,,,,,
595,2223.772,1900.1836,,,,,,
596,487.3656,1645.2206,,,,,,
597,5770.4886,4252.0493,,,,,,
598,1414.1592,2888.702,,,,,,
599,5502.837,5171.7017,,,,,,
600,2181.8266,1645.5497,,,,,,
601,1565.9616,1638.0062,,,,,,
602,1054.6272,1113.1309,,,,,,
603,1667.829,1603.9629,,,,,,
604,2812.3392,2447.0059,,,,,,
605,489.363,1388.4749,,,,,,
606,2865.6032,2316.2124,,,,,,
607,1665.8316,1617.5701,,,,,,
608,2694.4926,2597.2107,,,,,,
609,1555.9746,1484.206,,,,,,
610,3836.3396,3297.2341,,,,,,
611,543.2928,1376.9391,,,,,,
612,1950.794,2595.7935,,,,,,
613,177.7686,655.2609,,,,,,
614,1035.319,2864.2605,,,,,,
615,949.4308,664.4763,,,,,,
616,1283.6624,2151.1963,,,,,,
617,484.7024,824.0208,,,,,,
618,934.7832,1245.9182,,,,,,
619,534.6374,754.4531,,,,,,
620,878.856,809.4965,,,,,,
621,1332.9316,1642.4749,,,,,,
622,3560.6984,2002.5938,,,,,,
623,647.8234,776.7251,,,,,,
624,4993.5,4323.1167,,,,,,
625,1691.7978,2611.6318,,,,,,
626,1695.7926,2694.0195,,,,,,
627,4042.7376,2401.819,,,,,,
628,4763.799,4361.599,,,,,,
629,1640.5312,1685.3633,,,,,,
630,1288.9888,1594.5629,,,,,,
631,2334.9606,1803.6578,,,,,,
632,2207.127,2097.6602,,,,,,
633,437.4306,500.10156,,,,,,
634,2370.248,1876.6902,,,,,,
635,5087.3778,4730.9614,,,,,,
636,103.199,92.62974,,,,,,
637,4697.8848,3846.859,,,,,,
638,2406.867,2447.8074,,,,,,
639,5736.5328,4536.9165,,,,,,
640,7192.6374,6060.159,,,,,,
641,6611.394,5495.7314,,,,,,
642,3246.4408,2869.9917,,,,,,
643,1262.3568,600.0206,,,,,,
644,1758.3778,1164.1176,,,,,,
645,4672.5844,4118.4927,,,,,,
646,3775.086,3733.52,,,,,,
647,2478.7734,2224.544,,,,,,
648,3067.3406,3465.6777,,,,,,
649,3281.7282,2106.671,,,,,,
650,1086.5856,777.00525,,,,,,
651,229.701,18.230865,,,,,,
652,1528.011,1639.9801,,,,,,
653,1990.742,1802.9004,,,,,,
654,868.869,1628.9539,,,,,,
655,1230.3984,1713.7817,,,,,,
656,938.778,2148.0312,,,,,,
657,4194.54,3270.7092,,,,,,
658,1166.4816,2222.1868,,,,,,
659,5764.4964,4654.46,,,,,,
660,113.8518,659.5097,,,,,,
661,7443.644,5633.9653,,,,,,
662,3057.3536,2952.9414,,,,,,
663,3579.3408,1274.449,,,,,,
664,1522.0188,3237.264,,,,,,
665,450.0808,494.1341,,,,,,
666,607.2096,1165.0541,,,,,,
667,1325.6078,1542.9946,,,,,,
668,1270.3464,1445.2626,,,,,,
669,1107.8912,1048.9951,,,,,,
670,3542.056,3682.9612,,,,,,
671,1534.0032,1447.9574,,,,,,
672,1308.297,1361.5913,,,,,,
673,1471.418,872.8092,,,,,,
674,1239.7196,1314.4066,,,,,,
675,3896.2616,3433.5662,,,,,,
676,1496.0526,2262.9822,,,,,,
677,3460.8284,2499.4004,,,,,,
678,2870.9296,2204.9722,,,,,,
679,1259.6936,1862.1313,,,,,,
680,177.1028,382.8603,,,,,,
681,798.96,1452.555,,,,,,
682,3185.853,3179.9443,,,,,,
683,1488.063,1674.0819,,,,,,
684,5159.2842,4164.8223,,,,,,
685,5954.2494,5631.0137,,,,,,
686,4500.808,4138.158,,,,,,
687,121.8414,266.483,,,,,,
688,4318.3788,3733.5503,,,,,,
689,3456.1678,2399.1396,,,,,,
690,1659.8394,3307.6172,,,,,,
691,759.012,1777.2682,,,,,,
692,4974.1918,4593.895,,,,,,
693,1707.777,1444.3453,,,,,,
694,7488.9184,6176.6846,,,,,,
695,2488.7604,2996.9802,,,,,,
696,2816.334,3112.4502,,,,,,
697,2954.1546,2432.561,,,,,,
698,761.0094,908.0804,,,,,,
699,593.2278,2774.598,,,,,,
700,1298.31,1450.5182,,,,,,
701,1150.5024,892.19684,,,,,,
702,3072.667,3873.311,,,,,,
703,3259.7568,3320.0198,,,,,,
704,2756.412,2648.4636,,,,,,
705,2930.1858,1839.9297,,,,,,
706,97.2068,327.20203,,,,,,
707,1544.656,1663.7258,,,,,,
708,3165.879,3369.4172,,,,,,
709,1619.2256,1660.645,,,,,,
710,387.4956,2205.628,,,,,,
711,415.4592,424.98944,,,,,,
712,226.372,242.18942,,,,,,
713,1267.6832,2397.5776,,,,,,
714,1593.9252,1844.2394,,,,,,
715,585.904,227.95612,,,,,,
716,3745.125,3415.9414,,,,,,
717,1810.976,1468.0044,,,,,,
718,2358.2636,2667.9795,,,,,,
719,145.8102,736.923,,,,,,
720,554.6114,1081.4591,,,,,,
721,3499.4448,3728.653,,,,,,
722,1780.3492,2167.8584,,,,,,
723,2566.659,3752.0002,,,,,,
724,1230.3984,698.0571,,,,,,
725,918.804,930.00964,,,,,,
726,3079.9908,4092.233,,,,,,
727,744.3644,951.3729,,,,,,
728,716.4008,2375.1853,,,,,,
729,5113.344,4996.298,,,,,,
730,886.8456,865.1176,,,,,,
731,1039.9796,667.94006,,,,,,
732,4554.072,5313.548,,,,,,
733,1807.647,1620.4799,,,,,,
734,2665.8632,2028.1089,,,,,,
735,1751.054,2986.2314,,,,,,
